FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LC_LA,LC_LO,RDNMADR_NM,LNM_ADDR,FCLTY_INFO_DC,LAST_UPDT_DE
고척시장약국,반려동물업,반려의료,동물병원,서울특별시,성동구,37.50420906,126.863482,서울특별시 구로구 경인로47길 126,서울특별시 구로구 고척동 46-39,동물약국,20221130
고척원동물의료센터,반려동물업,반려의료,동물병원,서울특별시,성동구,37.49795843,126.864348,서울특별시 구로구 경인로 403,서울특별시 구로구 고척동 76-38,일반동물병원,20221130
고촌이종근기념관,반려동물업,반려의료,동물병원,서울특별시,서초구,37.55967811,126.963202,서울특별시 서대문구 충정로 8,서울특별시 서대문구 충정로3가 368,박물관,20221130
고향약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.56084555,126.97815,서울특별시 중구 남대문로 22,서울특별시 중구 남대문로3가 30-1,동물약국,20221130
골드퍼피동물병원 공릉점,반려동물업,반려의료,동물병원,서울특별시,서초구,37.62059803,127.074945,서울특별시 노원구 동일로 1014,서울특별시 노원구 공릉동 596-5,일반동물병원,20221130
곰돌이스타약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49336916,126.990449,서울특별시 서초구 방배로 226,서울특별시 서초구 방배동 796-27,동물약국,20221130
공감동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.55741872,126.827029,서울특별시 강서구 마곡중앙로 36,서울특별시 강서구 마곡동 751,일반동물병원,20221130
공개수배,반려동물업,반려의료,동물병원,서울특별시,서초구,37.51884602,126.844577,서울특별시 양천구 남부순환로83길 47,서울특별시 양천구 신월동 1078,강아지용품,20221130
공덕 건강한 동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54458493,126.952768,서울특별시 마포구 만리재로 15,서울특별시 마포구 공덕동 256-13,일반동물병원,20221130
공덕역 마트 약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54242926,126.953366,서울특별시 마포구 백범로 212,서울특별시 마포구 신공덕동 173,동물약국,20221130
공덕오거리약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54246709,126.951331,서울특별시 마포구 새창로 11,서울특별시 마포구 도화동 568,동물약국,20221130
공덕제일약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54458493,126.952768,서울특별시 마포구 만리재로 15,서울특별시 마포구 공덕동 256-13,동물약국,20221130
공원내아이사랑약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.60654978,127.029011,서울특별시 성북구 동소문로44길 17,서울특별시 성북구 하월곡동 88-957,동물약국,20221130
공원옆동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.51740654,126.865307,서울특별시 양천구 목동서로 349,서울특별시 양천구 신정동 321-6,일반동물병원,20221130
공원온누리약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.5141173,126.911767,서울특별시 영등포구 신길로 252,서울특별시 영등포구 영등포동 580-8,동물약국,20221130
공항샘동물약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.56418228,126.810682,서울특별시 강서구 방화동로 37,서울특별시 강서구 방화동 614-34,동물약국,20221130
공항약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.56219428,126.80881,서울특별시 강서구 방화동로 10,서울특별시 강서구 공항동 48-34,동물약국,20221130
공항축산,반려동물업,반려의료,동물병원,서울특별시,서초구,37.56360462,126.807651,서울특별시 강서구 개화동로29길 15,서울특별시 강서구 방화동 612-128,동물약국,20221130
관문사성보박물관,반려동물업,반려의료,동물병원,서울특별시,서초구,37.47375033,127.022282,서울특별시 서초구 바우뫼로7길 111,서울특별시 서초구 우면동 56,박물관,20221130
관악그랜드약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.47159171,126.933442,서울특별시 관악구 신림로 141,서울특별시 관악구 신림동 1513-1,동물약국,20221130
관악동물종합병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48013745,126.9565,서울특별시 관악구 남부순환로 1859,서울특별시 관악구 봉천동 1665-4,일반동물병원,20221130
관악소망약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48043139,126.953962,서울특별시 관악구 남부순환로 1838,서울특별시 관악구 봉천동 1600-1,동물약국,20221130
관악아트홀,반려동물업,반려의료,동물병원,서울특별시,서초구,37.46759765,126.944871,서울특별시 관악구 신림로3길 35,서울특별시 관악구 신림동 209-1,문예회관,20221130
관악이화약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48772707,126.932489,서울특별시 관악구 봉천로 281,서울특별시 관악구 봉천동 968-36,동물약국,20221130
광선약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48628516,126.9412,서울특별시 관악구 은천로 51,서울특별시 관악구 봉천동 937-15,동물약국,20221130
광실약국 마포 동물약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54085321,126.949593,서울특별시 마포구 도화길 32,서울특별시 마포구 도화동 550,동물약국,20221130
광장약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49205505,126.958925,서울특별시 관악구 관악로40길 47,서울특별시 관악구 봉천동 1000,동물약국,20221130
광장온누리약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.65276817,127.051336,서울특별시 도봉구 노해로 389,서울특별시 도봉구 창동 16,동물약국,20221130
광제사약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.56497291,127.080896,서울특별시 광진구 면목로 130,서울특별시 광진구 중곡동 230-14,동물약국,20221130
광주약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.55828715,126.977567,서울특별시 중구 퇴계로 45,서울특별시 중구 남창동 47-12,동물약국,20221130
광진동물의료센터,반려동물업,반려의료,동물병원,서울특별시,서초구,37.5452302,127.085943,서울특별시 광진구 광나루로 507,서울특별시 광진구 구의동 68-37,일반동물병원,20221130
광화문123약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.57239226,126.979674,서울특별시 종로구 삼봉로 44,서울특별시 종로구 청진동 215-1,동물약국,20221130
광화문동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.57904361,126.971158,서울특별시 종로구 자하문로 35-3,서울특별시 종로구 통인동 147-7,일반동물병원,20221130
교대동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49495671,127.017048,서울특별시 서초구 서초대로 325,서울특별시 서초구 서초동 1690-2,일반동물병원,20221130
교대사랑약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49549318,127.018711,서울특별시 서초구 서초대로 341,서울특별시 서초구 서초동 1689-6,동물약국,20221130
교보약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48134425,126.953412,서울특별시 관악구 남부순환로 1827,서울특별시 관악구 봉천동 858-7,동물약국,20221130
구뜨,반려동물업,반려의료,동물병원,서울특별시,서초구,37.61663955,127.079743,서울특별시 중랑구 공릉로12길 3,서울특별시 중랑구 묵동 158-20,강아지용품,20221130
구로2호선약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48531492,126.901494,서울특별시 구로구 도림천로 477,서울특별시 구로구 구로동 810-3,동물약국,20221130
구로구민회관,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49710269,126.889549,서울특별시 구로구 가마산로25길 21,서울특별시 구로구 구로동 102,문예회관,20221130
구로다나은동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.50616331,126.877165,서울특별시 구로구 신도림로 7,서울특별시 구로구 신도림동 400-1,"일반동물병원, 일요일 예약진료",20221130
구로아트밸리예술극장,반려동물업,반려의료,동물병원,서울특별시,서초구,37.4965583,126.888975,서울특별시 구로구 가마산로25길 9-24,서울특별시 구로구 구로동 101,문예회관,20221130
구로약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.4916865,126.8834,서울특별시 구로구 구로동로 147,서울특별시 구로구 구로동 704-10,동물약국,20221130
구로종로약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49576046,126.842585,서울특별시 구로구 경인로 193,서울특별시 구로구 오류동 41-1,동물약국,20221130
구로종합동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.50668795,126.886233,서울특별시 구로구 경인로 638,서울특별시 구로구 신도림동 432-1,일반동물병원,20221130
구로참조은약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48582415,126.885855,서울특별시 구로구 구로동로 78,서울특별시 구로구 구로동 806-78,동물약국,20221130
구로프라자온누리약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.48823014,126.856539,서울특별시 구로구 개봉로 30,서울특별시 구로구 개봉동 403-160,동물약국,20221130
구름동물병원,반려동물업,반려의료,동물병원,서울특별시,서초구,37.51289569,126.832565,서울특별시 양천구 신정이펜2로 22,서울특별시 양천구 신정동 1320-2,일반동물병원,20221130
구름뜬하늘,반려동물업,반려의료,동물병원,서울특별시,서초구,37.55414552,126.9271,서울특별시 마포구 와우산로27길 21,서울특별시 마포구 서교동 339-5,애견카페,20221130
구름약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.52546016,127.027407,서울특별시 강남구 논현로171길 11,서울특별시 강남구 신사동 577-6,동물약국,20221130
구세약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.58820937,126.916517,서울특별시 은평구 응암로 181,서울특별시 은평구 응암동 598-1,동물약국,20221130
구슬약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49187029,127.013739,서울특별시 서초구 서초중앙로 113,서울특별시 서초구 서초동 1575-3,동물약국,20221130
구욱희씨,반려동물업,반려의료,동물병원,서울특별시,서초구,37.54711029,127.041868,서울특별시 성동구 서울특별시숲4길 12-22,서울특별시 성동구 성수동1가 685-271,애견카페,20221130
구인당약국,반려동물업,반려의료,동물병원,서울특별시,서초구,37.49569534,127.068565,서울특별시 강남구 삼성로 150,서울특별시 강남구 대치동 511,동물약국,20221130
구일중앙약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.49507484,126.872008,서울특별시 구로구 구일로 110,서울특별시 구로구 구로동 642-108,동물약국,20221130
국개대표,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.51544793,127.041639,서울특별시 강남구 선릉로 659,서울특별시 강남구 논현동 242-53,온라인쇼핑몰,20221130
국기원,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.50251536,127.030391,서울특별시 강남구 테헤란로7길 32,서울특별시 강남구 역삼동 635,관광지,20221130
국립경찰박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.5720573,126.962196,서울특별시 종로구 송월길 162,서울특별시 종로구 행촌동 211-1,박물관,20221130
국립고궁박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.57659162,126.974975,서울특별시 종로구 효자로 12,서울특별시 종로구 세종로 1-57,박물관,20221130
국립관세박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.51830058,127.033779,서울특별시 강남구 언주로 721,서울특별시 강남구 논현동 71,박물관,20221130
국립국악원 국악박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.47771881,127.009818,서울특별시 서초구 남부순환로 2364,서울특별시 서초구 서초동 740-4,박물관,20221130
국립극장 공연예술박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.55199491,126.999267,서울특별시 중구 장충단로 59,서울특별시 중구 장충동2가 산 14-67,박물관,20221130
국립기상박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.57022174,126.966204,서울특별시 종로구 송월길 52,서울특별시 종로구 송월동 1-1,박물관,20221130
국립민속박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.57948482,126.978764,서울특별시 종로구 삼청로 37,서울특별시 종로구 세종로 1-1,박물관,20221130
국립중앙박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.52470224,126.97774,서울특별시 용산구 서빙고로 137,서울특별시 용산구 용산동6가 168-6,박물관,20221130
국립한글박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.5210688,126.980486,서울특별시 용산구 서빙고로 139,서울특별시 용산구 용산동6가 168-6,박물관,20221130
국립현대미술관 덕수궁관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.56608683,126.973726,서울특별시 중구 세종대로 99,서울특별시 중구 정동 5-1,미술관,20221130
국립현대미술관 서울,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.57862803,126.980088,서울특별시 종로구 삼청로 30,서울특별시 종로구 소격동 165,미술관,20221130
국민대학교박물관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.61028784,126.998521,서울특별시 성북구 정릉로 77,서울특별시 성북구 정릉동 861-1,박물관,20221130
국민약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.53430519,126.994617,서울특별시 용산구 이태원로 186,서울특별시 용산구 이태원동 127-7,동물약국,20221130
국송약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.49213667,127.099752,서울특별시 강남구 광평로51길 49,서울특별시 강남구 수서동 707,동물약국,20221130
국제약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.60645263,127.094707,서울특별시 중랑구 봉화산로 194,서울특별시 중랑구 신내동 666,동물약국,20221130
국제약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.57224799,127.068216,서울특별시 동대문구 답십리로 252,서울특별시 동대문구 장안동 143-40,동물약국,20221130
국토발전전시관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.56681018,126.970082,서울특별시 중구 정동길 18,서울특별시 중구 정동 28-5,박물관,20221130
국회 헌정기념관,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.53291197,126.916404,서울특별시 영등포구 의사당대로 1,서울특별시 영등포구 여의도동 1,박물관,20221130
굿데이약국,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.51578733,127.099112,서울특별시 송파구 송파대로 570,서울특별시 송파구 신천동 7-30,동물약국,20221130
굿모닝 동물병원,반려동물업,반려의료,동물병원,서울특별시,서대문구,37.54475539,126.946026,서울특별시 마포구 독막로 295,서울특별시 마포구 염리동 164-4,일반동물병원,20221130
굿모닝 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.49665789,126.856173,서울특별시 구로구 개봉로 121,서울특별시 구로구 개봉동 353-15,일반동물병원,20221130
굿모닝 약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.4969894,127.136277,서울특별시 송파구 오금로 420,서울특별시 송파구 가락동 174-14,동물약국,20221130
굿모닝동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51815378,127.045192,서울특별시 강남구 학동로 413,서울특별시 강남구 청담동 44-15,일반동물병원,20221130
굿모닝동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.57650504,126.813031,서울특별시 강서구 방화대로47가길 7,서울특별시 강서구 방화동 830-3,일반동물병원,20221130
굿모닝약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.56885372,126.965115,서울특별시 종로구 경교장길 35,서울특별시 종로구 평동 233,동물약국,20221130
굿모닝약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.53004509,127.131399,서울특별시 강동구 풍성로 178,서울특별시 강동구 성내동 420-41,동물약국,20221130
굿모닝약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.49076851,126.855765,서울특별시 구로구 개봉로 57,서울특별시 구로구 개봉동 403-103,동물약국,20221130
굿모닝약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.47912208,126.932018,서울특별시 관악구 신림로 272,서울특별시 관악구 신림동 1641-90,동물약국,20221130
굿약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.50002099,127.025992,서울특별시 서초구 서초대로77길 24,서울특별시 서초구 서초동 1306-4,동물약국,20221130
굿케어약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51891578,127.040405,서울특별시 강남구 선릉로 719,서울특별시 강남구 논현동 111-20,동물약국,20221130
굿파파 24시 반려동물건강검진센터,반려동물업,반려의료,동물병원,서울특별시,마포구,37.48484607,126.979652,서울특별시 동작구 사당로 289,서울특별시 동작구 사당동 148-9,일반동물병원,20221130
권라인,반려동물업,반려의료,동물병원,서울특별시,마포구,37.56197205,126.996482,서울특별시 중구 퇴계로 221,서울특별시 중구 충무로4가 114-1,강아지미용,20221130
권상국애견미용학원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.56166242,126.995027,서울특별시 중구 퇴계로 209,서울특별시 중구 충무로4가 132-3,애견미용학원,20221130
그남자의grooming샵공간,반려동물업,반려의료,동물병원,서울특별시,마포구,37.61388416,126.908367,서울특별시 은평구 서오릉로17길 14,서울특별시 은평구 구산동 362-3,강아지미용,20221130
그냥방실,반려동물업,반려의료,동물병원,서울특별시,마포구,37.55625968,126.90422,서울특별시 마포구 희우정로20길 71,서울특별시 마포구 망원동 415-58,강아지용품,20221130
그라시움이화약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.5571351,127.16451,서울특별시 강동구 고덕로 353,서울특별시 강동구 고덕동 693,동물약국,20221130
그랜드동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.57179806,127.057116,서울특별시 동대문구 전농로 77,서울특별시 동대문구 답십리동 250-1,일반동물병원,20221130
그랜드약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.58077271,127.089211,서울특별시 중랑구 사가정로 399,서울특별시 중랑구 면목동 472-44,동물약국,20221130
그랜드약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.54332745,127.069092,서울특별시 광진구 아차산로29길 55,서울특별시 광진구 화양동 34-4,동물약국,20221130
그랜드약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.47476832,126.966738,서울특별시 관악구 인헌길 18,서울특별시 관악구 봉천동 1637-28,동물약국,20221130
그랜드온누리약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.56261098,127.065755,서울특별시 동대문구 장한로 14,서울특별시 동대문구 장안동 433-6,동물약국,20221130
그레이닝,반려동물업,반려의료,동물병원,서울특별시,마포구,37.52300426,127.050463,서울특별시 강남구 도산대로96길 39,서울특별시 강남구 청담동 60,강아지미용,20221130
그레이스 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51062756,127.02416,서울특별시 강남구 학동로6길 18,서울특별시 강남구 논현동 122-20,일반동물병원,20221130
그레이스펫그루밍스튜디오,반려동물업,반려의료,동물병원,서울특별시,마포구,37.5213355,127.037152,서울특별시 강남구 언주로148길 31-2,서울특별시 강남구 논현동 96-8,강아지미용,20221130
그루머아메리,반려동물업,반려의료,동물병원,서울특별시,마포구,37.55548645,126.909837,서울특별시 마포구 동교로9길 36,서울특별시 마포구 망원동 378-17,강아지미용,20221130
그루미송,반려동물업,반려의료,동물병원,서울특별시,마포구,37.58119402,126.910911,서울특별시 서대문구 응암로1길 9,서울특별시 서대문구 북가좌동 310-4,강아지미용,20221130
그루밍독,반려동물업,반려의료,동물병원,서울특별시,마포구,37.55792602,126.977073,서울특별시 중구 퇴계로 39-2,서울특별시 중구 남창동 62-4,강아지의류,20221130
그루밍멈머,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51208443,127.084186,서울특별시 송파구 올림픽로 119,서울특별시 송파구 잠실동 19-9,강아지미용,20221130
그루밍부스,반려동물업,반려의료,동물병원,서울특별시,마포구,37.48202781,127.130129,서울특별시 송파구 새말로12길 16,서울특별시 송파구 장지동 837,강아지미용,20221130
그루밍솔,반려동물업,반려의료,동물병원,서울특별시,마포구,37.607135,127.062931,서울특별시 성북구 돌곶이로8길 29,서울특별시 성북구 석관동 58-283,"강아지미용, 예약제",20221130
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.66144053,127.059125,서울특별시 노원구 노원로 540,서울특별시 노원구 상계동 670-2,일반동물병원,20221130
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.57718679,127.036238,서울특별시 동대문구 정릉천동로 58,서울특별시 동대문구 용두동 790,일반동물병원,20221130
그린동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.47097976,126.903215,서울특별시 금천구 독산로 272,서울특별시 금천구 독산동 193-31,일반동물병원,20221130
그린약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.57199537,127.07093,서울특별시 동대문구 장한로 129,서울특별시 동대문구 장안동 369-2,동물약국,20221130
그린약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.48785764,127.026893,서울특별시 서초구 효령로 394,서울특별시 서초구 서초동 1342,동물약국,20221130
그린약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.4819001,126.943337,서울특별시 관악구 남부순환로 1740,서울특별시 관악구 봉천동 927-1,동물약국,20221130
그린팜약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.54092469,127.123874,서울특별시 강동구 올림픽로 665,서울특별시 강동구 천호동 432-2,동물약국,20221130
그림책 읽어주는 동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.52807906,126.897806,서울특별시 영등포구 당산로36길 12,서울특별시 영등포구 당산동4가 94-1,일반동물병원,20221130
글로벌펫샵,반려동물업,반려의료,동물병원,서울특별시,마포구,37.55697399,127.088744,서울특별시 광진구 자양로43길 147,서울특별시 광진구 중곡동 80-26,강아지용품,20221130
금강동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51784399,126.980323,서울특별시 용산구 이촌로 300,서울특별시 용산구 이촌동 301-263,일반동물병원,20221130
금강약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.52678582,127.024455,서울특별시 강남구 압구정로 151,서울특별시 강남구 압구정동 426,동물약국,20221130
금강온누리약국,반려동물업,반려의료,동물병원,서울특별시,마포구,37.51734759,126.906406,서울특별시 영등포구 영중로 10-1,서울특별시 영등포구 영등포동3가 9-15,동물약국,20221130
금강종합동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.49538169,126.842931,서울특별시 구로구 경인로 196,서울특별시 구로구 오류동 48-1,일반동물병원,20221130
금나래동물병원,반려동물업,반려의료,동물병원,서울특별시,마포구,37.45822291,126.89371,서울특별시 금천구 벚꽃로 30,서울특별시 금천구 독산동 1150,일반동물병원,20221130
금나래아트홀,반려동물업,반려의료,동물병원,서울특별시,마포구,37.45706565,126.896037,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,문예회관,20221130
금동네 사랑방,반려동물업,반려의료,동물병원,서울특별시,동작구,37.50784738,127.087637,서울특별시 송파구 백제고분로19길 35,서울특별시 송파구 잠실동 209-11,강아지용품,20221130
금란동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,37.59844643,127.100593,서울특별시 중랑구 용마산로 532,서울특별시 중랑구 망우동 364-27,일반동물병원,20221130
금란애견백화점,반려동물업,반려의료,동물병원,서울특별시,동작구,37.59844643,127.100593,서울특별시 중랑구 용마산로 532,서울특별시 중랑구 망우동 364-27,"강아지용품, 강아지호텔, 강아지미용",20221130
금빛약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.63897471,127.038653,서울특별시 도봉구 덕릉로 238,서울특별시 도봉구 창동 569-85,동물약국,20221130
금성당약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.55930241,127.087932,서울특별시 광진구 긴고랑로 115,서울특별시 광진구 중곡동 58-27,동물약국,20221130
금성약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.53766948,127.083668,서울특별시 광진구 자양로 112,서울특별시 광진구 구의동 252-44,동물약국,20221130
금쪽같은강아지,반려동물업,반려의료,동물병원,서울특별시,동작구,37.53940854,126.866663,서울특별시 양천구 목동중앙본로7길 37,서울특별시 양천구 목동 740-1,강아지미용,20221130
금쪽같은내새끼 동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,37.61535739,126.917815,서울특별시 은평구 연서로 185,서울특별시 은평구 갈현동 462-25,일반동물병원,20221130
금쪽상회,반려동물업,반려의료,동물병원,서울특별시,동작구,37.61466228,127.029369,서울특별시 강북구 도봉로13가길 3,서울특별시 강북구 미아동 61-63,"강아지용품,24시간",20221130
금천 24시 K동물의료센터,반려동물업,반려의료,동물병원,서울특별시,동작구,37.45609724,126.89957,서울특별시 금천구 시흥대로 251,서울특별시 금천구 시흥동 999-1,일반동물병원,20221130
금천종합동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,37.46384562,126.903517,서울특별시 금천구 독산로 188,서울특별시 금천구 독산동 378-397,일반동물병원,20221130
금천중앙약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.45594256,126.895747,서울특별시 금천구 시흥대로73길 67,서울특별시 금천구 시흥동 1031,동물약국,20221130
금호동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,37.55237022,127.024628,서울특별시 성동구 금호로 105,서울특별시 성동구 금호동2가 1217,일반동물병원,20221130
금호동물약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.55540967,127.024968,서울특별시 성동구 난계로 36,서울특별시 성동구 금호동1가 710,동물약국,20221130
금호미술관,반려동물업,반려의료,동물병원,서울특별시,동작구,37.57746671,126.979913,서울특별시 종로구 삼청로 18,서울특별시 종로구 사간동 78,미술관,20221130
기경한약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.48665541,126.913165,서울특별시 관악구 신사로 94,서울특별시 관악구 신림동 518-2,동물약국,20221130
기린동물병원,반려동물업,반려의료,동물병원,서울특별시,동작구,37.56570224,127.042757,서울특별시 성동구 마장로 296,서울특별시 성동구 마장동 791-9,일반동물병원,20221130
기린약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.59026817,126.942906,서울특별시 서대문구 통일로 468,서울특별시 서대문구 홍제동 299-12,동물약국,20221130
기린약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.5071157,127.009873,서울특별시 서초구 잠원로 24,서울특별시 서초구 반포동 20-45,동물약국,20221130
기린온누리약국,반려동물업,반려의료,동물병원,서울특별시,동작구,37.60737704,127.010125,서울특별시 성북구 보국문로 33,서울특별시 성북구 정릉동 408-3,동물약국,20221130
기쁜약국,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.50580225,127.138583,서울특별시 송파구 동남로29길 8-10,서울특별시 송파구 오금동 618-1,동물약국,20221130
기생충박물관,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.55362014,126.85075,서울특별시 강서구 화곡로 333,서울특별시 강서구 화곡동 1097,박물관,20221130
기프트펫,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.47719582,127.142375,서울특별시 송파구 위례광장로 136,서울특별시 송파구 장지동 894,"강아지용품, 강아지의류",20221130
기프트펫 석촌동점,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.49916976,127.103198,서울특별시 송파구 송파대로37길 84,서울특별시 송파구 석촌동 253-7,강아지용품,20221130
길 약국,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.67032911,127.079589,서울특별시 노원구 상계로 306,서울특별시 노원구 상계동 65-28,동물약국,20221130
길동보룡약국,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.53769371,127.140228,서울특별시 강동구 양재대로 1478,서울특별시 강동구 길동 390-1,동물약국,20221130
길마중길,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.51496793,127.015183,,서울특별시 서초구 잠원동 84-3,관광지,20221130
길음동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.6034576,127.024541,서울특별시 성북구 동소문로 248,서울특별시 성북구 길음동 1276,일반동물병원,20221130
길종합동물병원,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.53508878,127.144153,서울특별시 강동구 천호대로 1199,서울특별시 강동구 길동 151,일반동물병원,20221130
김남매누나,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.50465287,127.111,서울특별시 송파구 백제고분로42길 23,서울특별시 송파구 송파동 108-14,애견카페,20221130
김달진미술자료박물관,반려동물업,반려의료,동물병원,서울특별시,동대문구,37.60004663,126.95666,서울특별시 종로구 홍지문1길 4,서울특별시 종로구 홍지동 44,박물관,20221130
