FCLTY_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LC_LA,LC_LO,RDNMADR_NM,LNM_ADDR,FCLTY_INFO_DC,LAST_UPDT_DE
100세약국,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.53325958,126.903741,서울특별시 영등포구 양평로 24,서울특별시 영등포구 당산동6가 217-4,동물약국,20221130
100코달리 와인바,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.56330525,127.016417,서울특별시 중구 다산로38길 11,서울특별시 중구 신당동 292-152,애견카페,20221130
1층메디컬약국,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.45304289,126.901712,서울특별시 금천구 시흥대로 214,서울특별시 금천구 시흥동 889-8,동물약국,20221130
1층이화약국,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.5665905,127.024082,서울특별시 성동구 왕십리로 410,서울특별시 성동구 하왕십리동 1070,동물약국,20221130
21세기동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.52831582,126.999196,서울특별시 용산구 보광로 46,서울특별시 용산구 보광동 259-1,일반동물병원,20221130
21C 세계로약국,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.54204619,126.840751,서울특별시 강서구 화곡로 173,서울특별시 강서구 화곡동 1064-4,동물약국,20221130
24시 강서 젠틀리동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.55904001,126.820063,서울특별시 강서구 마곡중앙1로 72,서울특별시 강서구 마곡동 747,일반동물병원,20221130
24시 굿케어동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.48000009,126.956867,서울특별시 관악구 남부순환로 1861,서울특별시 관악구 봉천동 1673-21,일반동물병원,20221130
24시 글로리 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.47674386,126.898256,서울특별시 금천구 시흥대로 483,서울특별시 금천구 독산동 145-13,일반동물병원,20221130
24시 동물응급의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.59532179,127.079577,서울특별시 중랑구 망우로 247,서울특별시 중랑구 중화동 207,일반동물병원,20221130
24시 명동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.50156787,126.847162,서울특별시 구로구 남부순환로 775,서울특별시 구로구 개봉동 492,일반동물병원,20221130
24시 산들산들 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.55097463,126.956497,서울특별시 마포구 마포대로16길 7,서울특별시 마포구 아현동 424-14,일반동물병원,20221130
24시 서울 탑 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.51774297,126.853643,서울특별시 양천구 중앙로 237,서울특별시 양천구 신정동 1182-11,일반동물병원,20221130
24시 스마트동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.52069647,127.029989,서울특별시 강남구 도산대로 213,서울특별시 강남구 신사동 587-13,일반동물병원,20221130
24시 시유동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.52000492,126.969872,서울특별시 용산구 이촌로64길 24,서울특별시 용산구 이촌동 302-88,일반동물병원,20221130
24시 신도림S동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.50688385,126.884037,서울특별시 구로구 경인로 619-3,서울특별시 구로구 신도림동 435-10,일반동물병원,20221130
24시 안박동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.56011704,126.856339,서울특별시 강서구 양천로 510,서울특별시 강서구 등촌동 628-13,일반동물병원,20221130
24시 애니동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.58399292,127.019824,서울특별시 성북구 보문로 99,서울특별시 성북구 보문동5가 3-1,일반동물병원,20221130
24시 지구촌 동물메디컬 센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.49878906,126.884786,서울특별시 구로구 구로중앙로31길 30,서울특별시 구로구 구로동 505-17,일반동물병원,20221130
24시 청담우리 동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.51449135,127.052853,서울특별시 강남구 삼성로 614,서울특별시 강남구 삼성동 70-6,일반동물병원,20221130
24시 SNC 동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.4974084,127.038878,서울특별시 강남구 논현로 416,서울특별시 강남구 역삼동 727-8,일반동물병원,20221130
24시루시드동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.60958992,127.030683,서울특별시 강북구 월계로 3,서울특별시 강북구 미아동 42-11,일반동물병원,20221130
24시센트럴동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.5586754,127.033737,서울특별시 성동구 고산자로 207,서울특별시 성동구 행당동 318-36,일반동물병원,20221130
24시스마트동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.59978536,126.918127,서울특별시 은평구 은평로 93,서울특별시 은평구 응암동 91-5,일반동물병원,20221130
24시아프리카동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.55820284,126.844923,서울특별시 강서구 공항대로 335,서울특별시 강서구 등촌동 664-1,일반동물병원,20221130
24시연동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.54293761,126.842277,서울특별시 강서구 화곡로 191,서울특별시 강서구 화곡동 1060-30,일반동물병원,20221130
24시예담동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.60958089,126.916793,서울특별시 은평구 연서로 122,서울특별시 은평구 역촌동 7-15,일반동물병원,20221130
24시예스동물병원,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.5071157,127.009873,서울특별시 서초구 잠원로 24,서울특별시 서초구 반포동 20-45,일반동물병원,20221130
24시잠실ON동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.51156036,127.079181,서울특별시 송파구 올림픽로 76,서울특별시 송파구 잠실동 175-6,일반동물병원,20221130
24시지구촌동물메디컬센터,반려동물업,반려의료,동물병원,서울특별시,중랑구,37.49878906,126.884786,서울특별시 구로구 구로중앙로31길 30,서울특별시 구로구 구로동 505-17,일반동물병원,20221130
24시OK동물병원,반려동물업,반려의료,동물병원,서울특별시,중구,37.49556174,127.049817,서울특별시 강남구 도곡로51길 4,서울특별시 강남구 역삼동 766-20,"일반동물병원, 매일 21:00~09:00 입원동물만 관리(응급진료~VIP동물의료센터 청담점 연계진료)",20221130
24시SD동물영상의료센터,반려동물업,반려의료,동물병원,서울특별시,중구,37.56478,127.02471,서울특별시 중구 왕십리로 407,서울특별시 중구 신당동 855,일반동물병원,20221130
25시동물병원,반려동물업,반려의료,동물병원,서울특별시,중구,37.64777726,127.077579,서울특별시 노원구 한글비석로8길 16,서울특별시 노원구 중계동 363,일반동물병원,20221130
25시동물의료센터,반려동물업,반려의료,동물병원,서울특별시,중구,37.50553777,127.089412,서울특별시 송파구 삼전로 80,서울특별시 송파구 삼전동 5-3,일반동물병원,20221130
2층스타약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.63528107,126.917656,서울특별시 은평구 통일로 1034,서울특별시 은평구 진관동 62,동물약국,20221130
2층은약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.50975909,126.963859,서울특별시 동작구 현충로 75,서울특별시 동작구 흑석동 1-3,동물약국,20221130
2층종로약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.61962267,126.921523,서울특별시 은평구 통일로 856,서울특별시 은평구 불광동 311-13,동물약국,20221130
2층하늘약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.57014164,126.903832,서울특별시 마포구 월드컵북로 230,서울특별시 마포구 중동 64-25,동물약국,20221130
2Cats,반려동물업,반려의료,동물병원,서울특별시,중구,37.57182943,126.986787,서울특별시 종로구 인사동길 11,서울특별시 종로구 인사동 146,애견카페,20221130
331멍발소,반려동물업,반려의료,동물병원,서울특별시,중구,37.5850119,127.041494,서울특별시 동대문구 제기로20길 34-1,서울특별시 동대문구 제기동 331,강아지미용,20221130
365 마음동물병원,반려동물업,반려의료,동물병원,서울특별시,중구,37.49627786,126.829996,서울특별시 구로구 오리로 1286,서울특별시 구로구 궁동 170-11,일반동물병원,20221130
365 종로약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.57028867,127.057409,서울특별시 동대문구 전농로 60-1,서울특별시 동대문구 답십리동 258-6,동물약국,20221130
365구생약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.6112522,126.928734,서울특별시 은평구 통일로 739,서울특별시 은평구 대조동 6-9,동물약국,20221130
365그린약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.53152152,126.846532,서울특별시 강서구 강서로 43,서울특별시 강서구 화곡동 343-52,동물약국,20221130
365동물병원,반려동물업,반려의료,동물병원,서울특별시,중구,37.66297575,127.046351,서울특별시 도봉구 방학로 54,서울특별시 도봉구 방학동 713-35,일반동물병원,20221130
365마트약국,반려동물업,반려의료,동물병원,서울특별시,중구,37.52781676,126.904683,서울특별시 영등포구 영중로 125,서울특별시 영등포구 영등포동8가 62-1,동물약국,20221130
365미소약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.63946305,126.918268,서울특별시 은평구 진관3로 11,서울특별시 은평구 진관동 64,동물약국,20221130
365새누리약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.53288516,126.864166,서울특별시 양천구 등촌로 32,서울특별시 양천구 목동 792-4,동물약국,20221130
365약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.6086296,127.029459,서울특별시 성북구 동소문로 321,서울특별시 성북구 길음동 21-79,동물약국,20221130
365열린약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.54350072,126.952887,서울특별시 마포구 백범로 199,서울특별시 마포구 신공덕동 167,동물약국,20221130
365열린약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.5267661,126.905231,서울특별시 영등포구 영중로 119,서울특별시 영등포구 영등포동8가 35-1,동물약국,20221130
365열린약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.49399577,126.858255,서울특별시 구로구 남부순환로97길 3,서울특별시 구로구 개봉동 203-7,동물약국,20221130
365올리브약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.63058484,127.024886,서울특별시 강북구 도봉로 242,서울특별시 강북구 미아동 190-1,동물약국,20221130
365정화약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.65616028,127.061515,서울특별시 노원구 상계로 59,서울특별시 노원구 상계동 693-4,동물약국,20221130
365프라자약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.6162737,127.079279,서울특별시 중랑구 공릉로 63,서울특별시 중랑구 묵동 162-2,동물약국,20221130
365플러스약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.57454832,127.038768,서울특별시 동대문구 천호대로 133,서울특별시 동대문구 용두동 33-1,동물약국,20221130
365행복약국,반려동물업,반려의료,동물병원,서울특별시,종로구,37.63662358,127.068915,서울특별시 노원구 한글비석로 57,서울특별시 노원구 하계동 284,동물약국,20221130
38도씨식당,반려동물업,반려의료,동물병원,서울특별시,은평구,37.54942988,126.921615,서울특별시 마포구 와우산로17길 19-17,서울특별시 마포구 서교동 409-11,애견 동반 식당,20221130
3층약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.57014164,126.903832,서울특별시 마포구 월드컵북로 230,서울특별시 마포구 중동 64-25,동물약국,20221130
3층엠코약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.59833282,127.091624,서울특별시 중랑구 망우로 353,서울특별시 중랑구 상봉동 500,동물약국,20221130
3층파란문약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.52704046,126.964892,서울특별시 용산구 한강대로 69,서울특별시 용산구 한강로2가 420,동물약국,20221130
41약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.52817831,126.875772,서울특별시 양천구 목동동로 293,서울특별시 양천구 목동 917-9,동물약국,20221130
4층 다나약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.48256382,126.953099,서울특별시 관악구 관악로 195,서울특별시 관악구 봉천동 859-17,동물약국,20221130
63아트,반려동물업,반려의료,동물병원,서울특별시,은평구,37.51966416,126.939909,서울특별시 영등포구 63로 50,서울특별시 영등포구 여의도동 60,미술관,20221130
7번약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.6382539,127.025489,서울특별시 강북구 도봉로 339,서울특별시 강북구 수유동 191-17,동물약국,20221130
8번가위드팜약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.5630334,126.943333,서울특별시 서대문구 성산로 515,서울특별시 서대문구 대신동 50-5,동물약국,20221130
가까운 새서울약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.53082426,127.112289,서울특별시 송파구 토성로 18,서울특별시 송파구 풍납동 271-15,동물약국,20221130
가까운사랑약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.54616183,127.143454,서울특별시 강동구 양재대로 1576,서울특별시 강동구 명일동 346-1,동물약국,20221130
가까운약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.51746312,126.896494,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5,동물약국,20221130
가까운약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.45918029,126.904874,서울특별시 금천구 독산로 133,서울특별시 금천구 시흥동 852-29,동물약국,20221130
가까운약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.48614225,126.947286,서울특별시 관악구 양녕로 46,서울특별시 관악구 봉천동 463-4,동물약국,20221130
가까운온누리약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.51740654,126.865307,서울특별시 양천구 목동서로 349,서울특별시 양천구 신정동 321-6,동물약국,20221130
가까운정문약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.61417516,127.09718,서울특별시 중랑구 신내로16길 17,서울특별시 중랑구 신내동 315-3,동물약국,20221130
가나동물병원(서울 강동),반려동물업,반려의료,동물병원,서울특별시,은평구,37.55494229,127.136729,서울특별시 강동구 고덕로 101,서울특별시 강동구 암사동 451-12,일반동물병원,20221130
가나동물병원(서울 도봉구),반려동물업,반려의료,동물병원,서울특별시,은평구,37.66270567,127.034101,서울특별시 도봉구 방학로 162,서울특별시 도봉구 방학동 665-11,일반동물병원,20221130
가나종합동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.5359632,126.877988,서울특별시 양천구 목동서로 77,서울특별시 양천구 목동 907,일반동물병원,20221130
가든파이브약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.47761484,127.124962,서울특별시 송파구 충민로 66,서울특별시 송파구 문정동 634,동물약국,20221130
가든펫동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.58699856,126.908535,서울특별시 은평구 증산로9길 26-23,서울특별시 은평구 증산동 202-27,일반동물병원,20221130
가디온누리약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.4807624,126.880679,서울특별시 금천구 가산디지털1로 171,서울특별시 금천구 가산동 371-41,동물약국,20221130
가락약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.49490974,127.117168,서울특별시 송파구 송파대로 286,서울특별시 송파구 가락동 96-12,동물약국,20221130
가락종합동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.50635671,127.120876,서울특별시 송파구 오금로 247,서울특별시 송파구 방이동 226-7,일반동물병원,20221130
가람동물병원(서울 강동),반려동물업,반려의료,동물병원,서울특별시,은평구,37.52902824,127.124221,서울특별시 강동구 성내로 36,서울특별시 강동구 성내동 550-2,일반동물병원,20221130
가람약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.57467165,126.96843,서울특별시 종로구 사직동 9,서울특별시 종로구 사직로8길 4,동물약국,20221130
가람약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.54909446,126.867872,서울특별시 양천구 공항대로 564,서울특별시 양천구 목동 602-1,동물약국,20221130
가람약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.46674548,126.886719,서울특별시 금천구 가산디지털1로 5,서울특별시 금천구 가산동 691,동물약국,20221130
가로수동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.52435015,127.023513,서울특별시 강남구 압구정로 134,서울특별시 강남구 신사동 549-1,일반동물병원,20221130
가산소중한약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.48107584,126.886418,서울특별시 금천구 디지털로9길 68,서울특별시 금천구 가산동 60-3,동물약국,20221130
가산약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.47610711,126.893145,서울특별시 금천구 가산로 116,서울특별시 금천구 가산동 151-30,동물약국,20221130
가야온누리약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.65195346,127.045751,서울특별시 도봉구 노해로65길 17-9,서울특별시 도봉구 창동 331-1,동물약국,20221130
가양누리약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.56129159,126.860254,서울특별시 강서구 허준로 198,서울특별시 강서구 가양동 1488,동물약국,20221130
가양종로약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.56258508,126.8517,서울특별시 강서구 양천로 460,서울특별시 강서구 등촌동 65-20,동물약국,20221130
가양쿨펫동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.56426405,126.84996,서울특별시 강서구 양천로 431,서울특별시 강서구 가양동 18-24,일반동물병원,20221130
가양하늘약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.55958367,126.854738,서울특별시 강서구 화곡로68길 3,서울특별시 강서구 등촌동 628-6,동물약국,20221130
가온동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.56066757,127.170463,서울특별시 강동구 상일로 153,서울특별시 강동구 고덕동 172-9,일반동물병원,20221130
가온동물병원,반려동물업,반려의료,동물병원,서울특별시,은평구,37.54014367,126.864055,서울특별시 양천구 등촌로 114,서울특별시 양천구 목동 721-1,일반동물병원,20221130
가온약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.56112553,126.836985,서울특별시 강서구 마곡중앙8로 85,서울특별시 강서구 마곡동 791-9,동물약국,20221130
가온온누리약국,반려동물업,반려의료,동물병원,서울특별시,은평구,37.52817831,126.875772,서울특별시 양천구 목동동로 293,서울특별시 양천구 목동 917-9,동물약국,20221130
가원펫애견샵,반려동물업,반려의료,동물병원,서울특별시,은평구,37.52135003,126.846604,서울특별시 양천구 신월로 220,서울특별시 양천구 신월동 607-1,강아지용품,20221130
가은약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.48162306,126.953739,서울특별시 관악구 봉천로 486,서울특별시 관악구 봉천동 858-3,동물약국,20221130
가장빠른천사약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.52644023,127.114932,서울특별시 송파구 강동대로 74,서울특별시 송파구 풍납동 514-1,동물약국,20221130
가장큰이대약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.55840386,126.834894,서울특별시 강서구 공항대로 248,서울특별시 강서구 마곡동 801-2,동물약국,20221130
가장큰태평양약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.53331694,127.003891,서울특별시 용산구 대사관로 52,서울특별시 용산구 한남동 653-1,동물약국,20221130
가재울봉쥬르동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,37.57717168,126.910871,서울특별시 서대문구 거북골로 178,서울특별시 서대문구 북가좌동 304-29,일반동물병원,20221130
가족사랑약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.62469669,127.032071,서울특별시 강북구 오패산로52길 39,서울특별시 강북구 미아동 258-134,동물약국,20221130
가좌동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,37.58002921,126.911146,서울특별시 서대문구 응암로 77,서울특별시 서대문구 북가좌동 308-1,일반동물병원,20221130
가좌진약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.56882737,126.916382,서울특별시 서대문구 수색로 20,서울특별시 서대문구 남가좌동 102-24,동물약국,20221130
가회민화박물관,반려동물업,반려의료,동물병원,서울특별시,용산구,37.58150935,126.985229,서울특별시 종로구 북촌로 52,서울특별시 종로구 가회동 28,박물관,20221130
간송박물관,반려동물업,반려의료,동물병원,서울특별시,용산구,37.59446244,126.996239,서울특별시 성북구 성북로 102-11,서울특별시 성북구 성북동 81-2,박물관,20221130
간식나무,반려동물업,반려의료,동물병원,서울특별시,용산구,37.52209338,126.884455,서울특별시 영등포구 선유서로 67,서울특별시 영등포구 양평동2가 1-1,수제간식,20221130
감성독,반려동물업,반려의료,동물병원,서울특별시,용산구,37.58089881,127.092994,서울특별시 중랑구 면목로44길 79,서울특별시 중랑구 면목동 1326-155,수제간식,20221130
감성있개,반려동물업,반려의료,동물병원,서울특별시,용산구,37.60786117,127.09853,서울특별시 중랑구 봉화산로 232,서울특별시 중랑구 신내동 405-5,강아지미용,20221130
감초약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.53124981,126.84732,서울특별시 강서구 강서로 38,서울특별시 강서구 화곡동 342-58,동물약국,20221130
강남25동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,37.51558036,127.035012,서울특별시 강남구 학동로 235,서울특별시 강남구 논현동 90-6,일반동물병원,20221130
강남강아지,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49933085,127.042877,서울특별시 강남구 언주로79길 14,서울특별시 강남구 역삼동 724-45,"강아지호텔, 강아지유치원, 강아지미용",20221130
강남구민회관,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49388799,127.064272,서울특별시 강남구 삼성로 154,서울특별시 강남구 대치동 509-2,문예회관,20221130
강남동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,37.50776593,127.034472,서울특별시 강남구 봉은사로 205,서울특별시 강남구 논현동 234-26,일반동물병원,20221130
강남동물약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.4935558,127.042256,서울특별시 강남구 논현로64길 22,서울특별시 강남구 역삼동 787-1,동물약국,20221130
강남똥개,반려동물업,반려의료,동물병원,서울특별시,용산구,37.50212842,127.053605,서울특별시 강남구 선릉로76길 38,서울특별시 강남구 대치동 906-15,강아지용품,20221130
강남리더스약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.46575802,127.101226,서울특별시 강남구 헌릉로 569,서울특별시 강남구 세곡동 581,동물약국,20221130
강남메디칼약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.48918282,126.993061,서울특별시 서초구 방배로 174,서울특별시 서초구 방배동 851-6,동물약국,20221130
강남미약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49656606,127.028772,서울특별시 강남구 강남대로 376,서울특별시 강남구 역삼동 825-8,동물약국,20221130
강남백세약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49810979,127.059548,서울특별시 강남구 도곡로 448,서울특별시 강남구 대치동 1021-2,동물약국,20221130
강남보선약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49918128,127.062988,서울특별시 강남구 도곡로 516,서울특별시 강남구 대치동 990,동물약국,20221130
강남봄약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49343157,127.03218,서울특별시 강남구 역삼로 118,서울특별시 강남구 역삼동 833,동물약국,20221130
강남새천년온누리약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.50005633,127.063672,서울특별시 강남구 도곡로 523,서울특별시 강남구 대치동 986-9,동물약국,20221130
강남샘약국,반려동물업,반려의료,동물병원,서울특별시,용산구,37.49509388,127.045735,서울특별시 강남구 언주로 309,서울특별시 강남구 역삼동 784-6,동물약국,20221130
강남서초 동물병원,반려동물업,반려의료,동물병원,서울특별시,용산구,37.4902622,127.020363,서울특별시 서초구 사임당로 97,서울특별시 서초구 서초동 1648-9,일반동물병원,20221130
강남씨티약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.49979881,127.027158,서울특별시 강남구 강남대로 416,서울특별시 강남구 역삼동 816-3,동물약국,20221130
강남역스타약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.49766742,127.029286,서울특별시 강남구 테헤란로4길 6,서울특별시 강남구 역삼동 825-20,동물약국,20221130
강남예치과동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.51515583,127.042634,서울특별시 강남구 선릉로126길 6,서울특별시 강남구 삼성동 9-5,일반동물병원,20221130
강남온누리약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.50115457,127.050833,서울특별시 강남구 선릉로 406,서울특별시 강남구 대치동 907,동물약국,20221130
강남웰약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.50123504,127.026631,서울특별시 강남구 강남대로 432,서울특별시 강남구 역삼동 815,동물약국,20221130
강남차차약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.49985293,127.029507,서울특별시 강남구 강남대로94길 27,서울특별시 강남구 역삼동 635-13,동물약국,20221130
강남퍼스트약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.51607746,127.020341,서울특별시 강남구 도산대로 104,서울특별시 강남구 논현동 1-1,동물약국,20221130
강남펫스타일,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.49932844,127.043553,서울특별시 강남구 언주로79길 5,서울특별시 강남구 역삼동 730-2,강아지용품,20221130
강남프라자약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.51657296,127.03834,서울특별시 강남구 학동로 323,서울특별시 강남구 논현동 117-1,동물약국,20221130
강남허브약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.51675601,127.040841,서울특별시 강남구 학동로 342,서울특별시 강남구 논현동 241-3,동물약국,20221130
강동 솔약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.53751219,127.139589,서울특별시 강동구 양재대로 1473,서울특별시 강동구 길동 389-7,동물약국,20221130
강동24시 SKY 동물의료센터,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.5343384,127.135971,서울특별시 강동구 천호대로 1122,서울특별시 강동구 성내동 244-2,일반동물병원,20221130
강동동물병원,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.54236704,127.141937,서울특별시 강동구 양재대로 1532,서울특별시 강동구 길동 336-4,일반동물병원,20221130
강동동물약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.55305457,127.155949,서울특별시 강동구 동남로 889,서울특별시 강동구 명일동 47-19,동물약국,20221130
강동보건약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.528892,127.124571,서울특별시 강동구 성내로 40,서울특별시 강동구 성내동 550-4,동물약국,20221130
강동새경희 약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.55274302,127.155462,서울특별시 강동구 동남로73길 13,서울특별시 강동구 명일동 48-4,동물약국,20221130
강동성실약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.53670401,127.135707,서울특별시 강동구 진황도로 81,서울특별시 강동구 길동 416-15,동물약국,20221130
강동아트센터,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.55122046,127.157343,서울특별시 강동구 동남로 870,서울특별시 강동구 상일동 477,문예회관,20221130
강동온누리약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.54566357,127.143242,서울특별시 강동구 양재대로 1570,서울특별시 강동구 명일동 353-1,동물약국,20221130
강동포도약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.53680572,127.134778,서울특별시 강동구 진황도로 74,서울특별시 강동구 천호동 157-3,동물약국,20221130
강동한우리약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.55039996,127.127917,서울특별시 강동구 올림픽로 778,서울특별시 강동구 암사동 501-2,동물약국,20221130
강동호원얀국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.52767307,127.127071,서울특별시 강동구 성내로 66,서울특별시 강동구 성내동 548-5,동물약국,20221130
강변그랜드약국,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.53678879,127.096161,서울특별시 광진구 광나루로56길 63,서울특별시 광진구 구의동 631-1,동물약국,20221130
강북 24시 N 동물의료센터,반려동물업,반려의료,동물병원,서울특별시,영등포구,37.60581661,127.024368,서울특별시 성북구 삼양로4길 3,서울특별시 성북구 길음동 1163,일반동물병원,20221130
